0,0.0,244
0,0.0,246
0,2.129166666666667,236
0,2.129166666666667,237
0,4.258333333333334,245
0,4.258333333333334,242
0,6.3875,250
0,6.3875,254
0,8.516666666666667,241
0,8.516666666666667,240
0,10.645833333333334,233
0,10.645833333333334,242
0,12.775,252
0,12.775,247
0,14.904166666666667,254
0,14.904166666666667,254
0,17.033333333333335,236
0,17.033333333333335,241
0,19.1625,238
0,19.1625,242
0,21.291666666666668,246
0,21.291666666666668,252
0,23.420833333333334,252
0,23.420833333333334,252
0,25.55,235
0,25.55,236
0,27.679166666666667,240
0,27.679166666666667,238
0,29.808333333333334,252
0,29.808333333333334,254
0,31.9375,247
0,31.9375,243
0,34.06666666666667,234
0,34.06666666666667,240
0,36.19583333333333,239
0,36.19583333333333,244
0,38.325,254
0,38.325,251
0,40.454166666666666,247
0,40.454166666666666,243
0,42.583333333333336,236
0,42.583333333333336,238
0,44.7125,241
0,44.7125,244
0,46.84166666666667,248
0,46.84166666666667,247
0,48.97083333333333,241
0,48.97083333333333,245
0,51.1,235
0,51.1,240
0,53.229166666666664,242
0,53.229166666666664,245
0,55.358333333333334,248
0,55.358333333333334,244
0,57.4875,233
0,57.4875,242
0,59.61666666666667,233
0,59.61666666666667,232
0,61.74583333333333,250
0,61.74583333333333,242
0,63.875,247
0,63.875,250
0,66.00416666666666,233
0,66.00416666666666,238
0,68.13333333333334,236
0,68.13333333333334,242
0,70.2625,243
0,70.2625,251
0,72.39166666666667,248
0,72.39166666666667,245
0,74.52083333333333,239
0,74.52083333333333,237
0,76.65,237
0,76.65,238
0,78.77916666666667,250
0,78.77916666666667,246
0,80.90833333333333,244
0,80.90833333333333,236
0,83.0375,235
0,83.0375,237
0,85.16666666666667,242
0,85.16666666666667,247
0,87.29583333333333,251
0,87.29583333333333,250
0,89.425,236
0,89.425,234
0,91.55416666666666,236
0,91.55416666666666,235
0,93.68333333333334,244
0,93.68333333333334,246
0,95.8125,247
0,95.8125,246
0,97.94166666666666,234
0,97.94166666666666,239
0,100.07083333333334,232
0,100.07083333333334,238
0,102.2,249
0,102.2,242
0,104.32916666666667,242
0,104.32916666666667,250
0,106.45833333333333,234
0,106.45833333333333,238
0,108.5875,236
0,108.5875,240
0,110.71666666666667,245
0,110.71666666666667,251
0,112.84583333333333,244
0,112.84583333333333,238
0,114.975,236
0,114.975,233
0,117.10416666666667,240
0,117.10416666666667,239
0,119.23333333333333,246
0,119.23333333333333,251
0,121.3625,242
0,121.3625,237
0,123.49166666666666,237
0,123.49166666666666,229
0,125.62083333333334,240
0,125.62083333333334,243
0,127.75,250
0,127.75,251
0,129.87916666666666,236
0,129.87916666666666,237
0,132.00833333333333,229
0,132.00833333333333,235
0,134.1375,241
0,134.1375,240
0,136.26666666666668,249
0,136.26666666666668,241
0,138.39583333333334,236
0,138.39583333333334,237
0,140.525,235
0,140.525,236
0,142.65416666666667,243
0,142.65416666666667,248
0,144.78333333333333,239
0,144.78333333333333,239
0,146.9125,235
0,146.9125,229
0,149.04166666666666,232
0,149.04166666666666,235
0,151.17083333333332,243
0,151.17083333333332,243
0,153.3,242
0,153.3,241
0,155.42916666666667,227
0,155.42916666666667,235
0,157.55833333333334,237
0,157.55833333333334,236
0,159.6875,242
0,159.6875,243
0,161.81666666666666,239
0,161.81666666666666,235
0,163.94583333333333,230
0,163.94583333333333,232
0,166.075,243
0,166.075,235
0,168.20416666666668,246
0,168.20416666666668,240
0,170.33333333333334,235
